INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
231‐270 ,,4,,235R58 ,50069293,1
231‐271 ,50324151,11,,237JR38 ,50018647,8
231‐329 ,3431236,1,,237JR38B ,50023472,1
231‐406 ,50324409,12,,237JR38C ,50171610,26
231‐53 ,,4,,237R38 ,50200906,52
231‐610 ,,2,,237R38A ,50074327,15
231‐611 ,,9,,237SA90 ,50109222,99
231‐614 ,,17,,237SAR120 ,,1
231‐615 ,,16,,237SAR120C ,50108372,10
231‐616 ,50324615,27,,238JR38B ,50023522,7
231‐621 ,50324631,18,,238RP38 ,50006899,56
231‐623 ,,20,,238R38A ,50074343,1
231‐624 ,,1,,239JR38 ,50018704,2
231‐664 ,3431186,4,,239R58 ,50069301,5
231‐665 ,3431194,8,,24‐C53 ,72011315,1
231‐702 ,,20,,24‐C67A ,72011349,1
231‐704 ,3431210,6,,24‐176 ,,1
231‐719 ,,10,,24‐291 ,,6
231‐721 ,,1,,24‐352 ,72012180,14
231‐722 ,,1,,24‐38 ,72012214,2
231‐723 ,50325000,14,,24‐397 ,95200895,1
231‐724 ,3430816,2,,24‐401 ,72012222,5
231‐732 ,,4,,24‐404 ,72012248,11
231‐739 ,50325109,9,,24‐407 ,72012255,2
231‐972 ,50325265,45,,24‐416 ,72012289,4
231‐974 ,50325273,3,,24‐422 ,72012297,1
23125‐D53 ,,1,,24‐704 ,,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,54,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
24‐719 ,,17,,241‐404 ,,8
24‐720 ,,9,,241‐407 ,,8
24‐723 ,72012503,12,,241‐415 ,,3
24JR300 ,50312560,3,,241‐416A ,,7
24PF2 ,50188176,9,,241‐426 ,,7
24SR‐101 ,3038353,4,,241‐455 ,,1
24SR‐103 ,3038379,3,,241‐471 ,,5
24SR‐104 ,3038387,2,,241‐472 ,,3
24SR‐105 ,3038395,3,,241‐60 ,,6
24SR‐106 ,3038403,36,,241‐610 ,,5
24SR‐107 ,3038411,13,,241‐611 ,,25
24SR‐118 ,3038429,5,,241‐614 ,,42
24SR‐207 ,3038445,1,,241‐615 ,,13
24SR‐283 ,,1,,241‐616 ,,25
24SR‐41 ,3038262,1,,241‐621 ,,6
24SR‐83 ,,2,,241‐624 ,,29
240‐329 ,3623360,10,,241‐625 ,,8
240‐706 ,3471414,3,,241‐69 ,,1
240‐739 ,3472172,21,,241‐695 ,,9
240CC4 ,50020940,8,,241‐715 ,,14
241‐D58 ,,2,,241‐719 ,50327378,20
241‐D67 ,,1,,241‐720 ,,16
241‐N285 ,,1,,241‐721 ,50327394,14
241‐N290 ,,3,,241‐722A ,,26
241‐137 ,,2,,241‐723 ,,4
241‐171 ,,2,,241‐730 ,,1
241‐183 ,,6,,241‐739 ,,9
241‐251 ,,5,,241‐7584 ,,2
241‐252 ,,12,,241‐972 ,,6
241‐257 ,,1,,241‐974 ,,15
241‐259 ,,14,,241‐975 ,,4
241‐261 ,,19,,241CC4 ,,5
241‐262 ,,13,,241JR38B ,50024595,3
241‐263 ,,24,,241SR‐A160 ,3040995,1
241‐264 ,,15,,241SR‐A32A ,3632058,5
241‐266 ,,16,,241SR‐164 ,,4
241‐271 ,,29,,241SR‐17 ,3040706,1
241‐323 ,,6,,241SR‐23 ,3040839,1
241‐360 ,,3,,24175‐D53 ,,2
241‐401 ,,3,,243HBD ,50196724,69
241‐402A ,,3,,243HHB ,50206848,4
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,55,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
244‐A40 ,3670601,1,,251A10X1627B ,50072297,18
244‐23 ,3670494,1,,252DBM3 ,50157494,2
244‐302 ,3670569,19,,254CM ,50121136,50
244JR38 ,50019066,6,,254DBM3 ,,2
244JR38B ,50327725,58,,255FM2 ,50153014,3
244JR38C ,50024736,48,,257JA35 ,50013937,1
244R38 ,50047323,12,,257JB5 ,50009042,6
244R38A ,50073097,18,,258JB5 ,50009059,21
244R48 ,50011600,3,,258SPF ,50198472,1
244R58 ,50069384,10,,258S49 ,50035906,3
245JR38 ,50019082,13,,258S68 ,50175405,2
245JR38B ,50024744,5,,259SPF ,50197318,48
245JR38C ,50170216,99,,26A19X204RS ,95213625,22
245R38 ,50047349,8,,26A19X205 ,50086503,5
245R48 ,50011907,14,,26A19X2052RS ,50113489,1
245R58 ,,9,,26A19X208 ,95200655,3
248A71 ,50028141,1,,26A19X2112RSC3,50113471,12
248DHD500 ,,8,,26A38 ,50028018,37
248JR38 ,50019090,10,,26A39 ,50028026,99
248R38 ,,16,,26A41 ,50028042,22
249R38A ,50073139,24,,26A42 ,50028059,80
249R50 ,50109131,10,,26A5S1124‐00 ,95213419,91
25A13C102 ,,75,,26A55 ,50028075,34
25A13C168 ,95213278,5,,26A72 ,,2
25A13C174 ,50051606,99,,26B56 ,,6
25A13C192 ,,16,,26B58 ,50028083,99
25A13C257 ,50053677,88,,26CC3 ,50019587,93
25A13C28 ,95266896,13,,26CM150A ,50121441,1
25A13C283 ,,2,,26JL4 ,50064609,5
25A13C322 ,95034047,3,,26PF2 ,50186998,11
25A13C325 ,,32,,260‐A202 ,3483625,7
25A13C326 ,95098687,71,,260‐726 ,3483663,1
25A13C336 ,95034062,15,,260DHD15 ,50251560,6
25A13C338 ,95098711,2,,260DHD16 ,50214840,2
25A13C410 ,50119403,1,,260HBCR ,50154897,10
25A13C65 ,95098729,99,,260J10A ,50009729,14
25F ,50110147,57,,260PB6 ,50007780,2
25PF2 ,,26,,260PB8 ,50008119,5
25PF3 ,50185313,2,,260R39 ,50009968,4
250CC4 ,,40,,260S49 ,50035963,6
251‐1061 ,,1,,260URD475 ,50080555,17
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,56,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
260URD550 ,50202704,9,,274D45 ,50008457,7
261JA35 ,50013978,1,,274JA45 ,50015601,8
261JB5 ,50009083,1,,274JA55 ,50008770,3
261JR38 ,50019124,15,,274JB5 ,50009117,14
261J40 ,50237189,3,,274JR300 ,50312784,12
262D45 ,50008408,5,,274JR38 ,50565704,1
262D475 ,50016435,99,,274JR38C ,50170240,99
262URD550 ,50202985,11,,274J10 ,,1
262X71 ,50050004,5,,274J10A ,50009752,3
263D50 ,,2,,274J15 ,50010578,1
263JHM ,50041722,14,,274J30 ,50013007,10
265D475 ,50237221,1,,274J50A ,50008531,4
265URD475 ,50019389,1,,274R48 ,50011972,6
265URD550 ,,1,,274R58 ,50069434,7
266FM3 ,50237239,6,,274URD350 ,50213792,2
269LPF ,50251008,4,,274URD550 ,50202571,10
27‐1333 ,50633866,3,,274X71WD ,50073568,2
27A19X306 ,50113521,1,,275X71 ,50073592,34
27A19X307 ,95200770,1,,276D475 ,50237346,1
27A19X309NA ,,1,,276L28 ,50169283,5
27A19X310NR ,95305645,1,,277X71 ,50073618,2
27DA35 ,,12,,278DHD1060B ,50045160,2
27DB30 ,50050996,9,,278D475A ,50219484,4
27DB35 ,50162791,64,,278JR38C ,50170257,78
27D505 ,50018084,65,,278URD475 ,50019405,8
27JA45 ,50014539,42,,278URD550 ,50202621,1
27JB5 ,50008838,1,,28PF2 ,,9
27JR300 ,50312735,12,,28PF3 ,50185321,1
27J30 ,50011063,5,,280CC25 ,50021575,1
27J40 ,50003011,61,,280D475 ,,1
27J50 ,50003755,20,,283FM ,,4
27PF1 ,,1,,284DHD500 ,50039502,8
27R38 ,50043694,8,,284PB59 ,50155530,4
27R48 ,50010214,5,,286JA45 ,50015619,5
27S68 ,,13,,286JA55 ,50008788,1
27X59 ,,1,,286J10A ,50009778,27
270CC3 ,50019728,31,,286J30 ,50012202,34
270D475 ,50237304,4,,286J50 ,50004712,31
2705‐TK2 ,3679484,2,,287SAR120 ,,1
274DB30 ,50051747,1,,288DA30 ,50056266,99
274DHD1060 ,50041268,3,,288JR38 ,50019140,17
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,57,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
288S49 ,,1,,293FM4 ,95018149,99
289JA55 ,,1,,2934‐A329 ,3441946,8
289JB4 ,50000140,15,,2934‐A727 ,3441730,1
289JB5 ,50009133,13,,2934‐11 ,,2
289J30 ,50012210,17,,2934‐12 ,,3
289J40 ,50003318,6,,2934‐23A ,,1
289J50 ,50004720,15,,2934‐314‐6 ,3441789,1
289J50WD ,50004738,1,,2934‐329 ,3562808,1
289X71WD ,50073675,15,,2934‐658 ,3437852,2
29DRD2 ,50024876,4,,2934P‐51 ,3501657,4
29PF1 ,50187996,20,,2940‐A703 ,,3
290JA45 ,,3,,2940‐3 ,3442035,1
290JA55 ,50008796,3,,2940‐53 ,,2
2904‐P826 ,3471356,2,,2940‐704 ,,12
2905‐A40A ,3482189,2,,2940‐724 ,,2
2905‐A50 ,3495843,2,,2940‐98 ,,5
2905‐11 ,3624244,3,,2945‐A526 ,,1
2905‐223 ,3654761,2,,2945‐A727 ,3472776,1
2905‐302 ,3482080,17,,295J10 ,50004076,2
2905‐311 ,3654779,1,,295R38 ,50047365,6
2905‐51 ,3482072,18,,295S70 ,,2
2905‐658 ,3482098,3,,295X71 ,50073709,12
2905‐91S ,3482213,2,,295X71WD ,50073717,55
2905P‐36 ,3745023,1,,2950‐704 ,3472982,9
2906P‐283 ,3802329,10,,2950‐98 ,3472925,1
2908‐302 ,3679685,2,,296DA30 ,50056274,17
2908‐303 ,,1,,296JB5 ,50009158,72
2908‐304 ,3742350,17,,296JR38B ,,79
2908‐311 ,3679628,1,,296J50 ,50004761,58
2908‐716 ,3679982,1,,297L29 ,50166685,2
2910‐A703 ,3483229,7,,297S49 ,50036029,2
2910‐249 ,3482965,7,,298DA30 ,,3
2910‐302 ,3482973,3,,298JA45 ,50015676,11
2910‐42 ,3670205,5,,298JA55 ,50008812,4
2910‐52 ,3482957,2,,298JB5 ,,4
2910‐53 ,3670221,3,,298J10 ,50004084,1
2910‐704 ,3482981,9,,298L29 ,50166701,3
2910B‐311 ,3676186,3,,3HD1 ,50069731,9
2910B‐53 ,3673407,1,,3PF2 ,50188093,4
292J50WD ,50004753,2,,30A7S2 ,95033585,22
2920‐3 ,3766524,1,,30CC2 ,,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,58,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
30PF1 ,50188002,5,,327JR38B ,50177005,2
302‐A266 ,3824828,4,,327R38A ,50073162,1
302‐A302 ,3824810,4,,327R58 ,,64
302‐A40 ,,3,,328LPF ,50199249,2
302‐249 ,3816162,4,,329‐120 ,,1
302‐27 ,3816295,4,,329‐245 ,,1
302‐306 ,,4,,329‐321 ,,1
302‐448 ,3816246,4,,329‐339 ,,1
302‐53 ,,4,,329CM150 ,50126341,1
302‐531 ,3816311,4,,329CM2 ,50064658,1
302‐565 ,3817590,4,,329JR38 ,,2
302‐69 ,3816360,8,,329JR38B ,50177013,3
304CM2 ,50119858,1,,33‐789 ,,1
308JA55 ,50008820,43,,33‐790 ,,3
308‐51 ,3784584,6,,33‐820 ,,1
31A4H7 ,85214490,8,,33‐821 ,,10
31PF3 ,50185339,12,,33‐826 ,,1
31PF4 ,50184357,1,,33CMFM ,50206564,20
31PF6 ,50124734,3,,33H‐3A ,,2
31RDC100 ,50283514,7,,33JL1 ,50067586,2
31RDC150 ,50023886,13,,33SR‐A160 ,3038734,6
311R58 ,50068980,15,,33SR‐161 ,3038742,4
314JR38 ,50019157,15,,33SR‐162 ,3038767,2
314J30 ,50012236,18,,33SR‐164 ,3038791,1
314J40 ,50003375,2,,33SR‐23 ,3038650,1
314J50 ,50004779,99,,33SR‐40 ,3038684,1
315URD475 ,50019413,4,,33SR‐43 ,3038700,2
316‐C5 ,,1,,330CM150A ,50083245,1
316LPF ,50199884,6,,330JR38B ,50177039,18
317LPF ,50199892,5,,330RP38 ,,24
318JR38B ,50176965,61,,331‐821 ,,3
318J30A ,50013093,4,,331ECM250 ,50252238,1
32PF2 ,50187038,10,,334‐40 ,3044781,13
322URD475 ,50019421,10,,335N75 ,50155340,99
32286,3775798,5,,336D40 ,50017870,2
325JR38A ,,8,,33628,3781077,3
325JR38B ,50176973,99,,339J50 ,50004787,25
325R38 ,50048818,22,,339S68 ,50173806,24
325R38A ,50073147,31,,33949,3782075,3
325R48 ,50328400,13,,34‐425 ,72016405,8
326LPF ,50199991,2,,34A‐747 ,,10
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,59,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
34A4C8 ,95267167,10,,341SR‐31 ,,1
34A7A1 ,95033346,13,,341SR‐41 ,3041225,1
34A7A2 ,95033353,32,,344DA30 ,50056290,15
34A7A3 ,,8,,344JB5 ,50009174,2
34A7A4 ,95078655,42,,344JR38B ,50177062,99
34A7A5 ,95033379,99,,344J50 ,50004795,33
34A7A7 ,95033353,46,,344L74 ,50160308,4
34A7B2 ,95101697,29,,344R38 ,50048842,77
34A7B4 ,95078663,99,,346JR38C ,50171479,2
34PF2 ,50187095,50,,347URD550 ,50202670,1
34R19 ,,1,,348SPF ,50196682,2
34SP5 ,50122316,1,,35A2B217 ,95281499,4
34SPF ,50198829,15,,35A2B225 ,,3
34SR‐A41 ,3293776,2,,35A2B227 ,,12
34SR‐M183‐5 3/4 ,3039153,1,,35A2C113 ,,4
34SR‐M283‐5 3/4 ,,1,,35A2C117 ,95200002,1
34SR‐R12 ,3038874,3,,35A2C219 ,95053567,2
34SR‐R18 ,3038940,2,,35A2C223 ,95052940,1
34SR‐R20B ,,2,,35A2C225 ,95053641,9
34SR‐13A ,3038890,1,,35A2C231 ,95053708,4
34SR‐41 ,3039088,5,,35A2C321 ,95251054,13
34U‐103 ,3074788,2,,35A2C327 ,95054128,6
34U‐14 ,,2,,35A2C329 ,95054144,3
34U‐16 ,3074515,2,,35A2C331 ,95054169,33
34U‐215A ,3074929,2,,35A2C332 ,95054177,15
34U‐26 ,,10,,35A2C333 ,95054185,6
34U‐463 ,3075132,14,,35A2C339 ,,18
34U‐58 ,3074689,7,,35A2C380 ,95054474,2
34U‐641A ,3075223,1,,35A2C485 ,50128479,4
34U‐667A ,3075298,11,,35A2C56 ,95035176,24
34U‐724 ,3075348,1,,35A2D221 ,95104170,34
34U‐93 ,,1,,35A2D227 ,,5
340D475 ,50328657,6,,35A2D325 ,95104436,46
340SPF ,50196617,3,,35A2D326 ,,5
341‐N746 ,,1,,35A2D327 ,,20
341‐791 ,,1,,35A2D374 ,95104618,7
341‐821 ,,1,,35A2D380 ,95035465,46
341‐826 ,,1,,35A2D381 ,95104659,4
341SPF ,50196625,1,,35A2J222N ,95214953,20
341SR‐28 ,3041167,1,,35A2J224 ,95251195,13
341SR‐30 ,,1,,35A2J323 ,95214987,4
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,60,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
35A2J325 ,95214995,8,,36A21J386 ,,4
35A2J335 ,95251260,12,,365J50WD ,50004803,2
35A2J378 ,,20,,37‐46 ,52140779,1
35A2J384 ,95251302,8,,37A7A2 ,,1
35A2J392 ,95251328,16,,37JL3 ,50065911,4
35A21B217 ,50481969,1,,37PF1 ,50188010,4
35A21C109 ,50103282,4,,370LPF ,50251016,2
35A21C111 ,95079612,31,,370R58 ,50069038,99
35A21C222 ,50102995,99,,372LPF ,50250554,6
35A21C3 ,95079802,4,,373LPF ,,27
35A21C329 ,50101526,4,,375RP38 ,50014109,11
35A21C332 ,50126556,23,,375R58 ,50069046,47
35A21C485 ,50128479,5,,376JR38 ,50019207,2
35A21C5 ,50104058,14,,376LPF ,50250851,14
35A21J222N ,50092022,2,,376R38 ,50048867,13
35A21J236 ,50101989,25,,376R38A ,50073188,10
35A4C7 ,95077657,4,,376R48 ,50012020,6
35HCR2 ,50010196,16,,376R58 ,50069061,17
35LPF ,50055284,30,,379G72 ,50070135,2
35PF2 ,50187103,13,,379L54 ,50162726,1
351CM150 ,50126382,1,,379PB8A ,50008200,1
35219‐01 ,20083671,1,,379URD475 ,50019447,10
35272,3783743,1,,38A4C5 ,95084596,99
35359,20090247,2,,38A4C7 ,95084760,22
36A2A126 ,95267324,2,,38A4C8 ,95084778,2
36A2A178 ,95317590,11,,38JL3 ,50065945,2
36A2C117 ,,4,,38JR300 ,50313105,99
36A2C327 ,95293841,8,,384DA35 ,,37
36A2C58 ,95305850,7,,384JR38B ,50177088,99
36A2D111 ,95208641,4,,384J40 ,,3
36A2D112 ,95368239,17,,385HHB ,,1
36A2D321 ,95337325,4,,387DA30 ,50056308,27
36A2D323 ,,9,,387J10 ,50004118,2
36A2D431 ,,4,,387PB6 ,50013556,24
36A2J218 ,,12,,389CM ,,1
36A2J223 ,,2,,39IRO16F ,50108943,25
36A2J383 ,95644324,18,,390PB6 ,50013580,15
36A2J386 ,95207916,8,,390R48 ,,30
36A2J392 ,,1,,390R58 ,,12
36A21J325 ,50089697,8,,393X71WD ,50071646,5
36A21J335 ,95207924,3,,,39483300,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,61,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
395HBD ,50034883,3,,401‐36 ,3060506,1
395HHB ,50206812,7,,401‐42 ,3060530,6
397X71 ,50071653,2,,401‐42‐6 ,3404449,19
399JB5 ,50009182,3,,401‐638 ,3060837,16
399J50 ,,34,,401‐641 ,3060852,6
399L74 ,50160316,62,,401‐703 ,3060910,1
399S68 ,50173822,99,,401‐704 ,3060944,21
4CCW1 ,,1,,401‐706 ,3060951,59
4DHC125 ,50002450,19,,401‐715 ,3060977,19
4.00E‐118 ,3079738,7,,401‐718 ,3060993,86
4.00E‐146 ,3079753,3,,401‐739 ,3061074,12
4E‐638 ,3080041,11,,401A9‐593 ,3060738,18
4F ,50110030,36,,401WRDJ3 ,50287200,4
4IRO16 ,50238518,18,,402‐B726A ,3061447,1
4IRO16A ,50109685,5,,402‐118 ,3061249,3
4JL4 ,50066034,1,,402‐207 ,3061256,2
4U‐15A ,3070349,3,,402‐249 ,3061264,2
4U‐191 ,3071065,4,,402‐34 ,3061140,4
4U‐278 ,3071297,50,,402‐42‐6 ,3404639,14
4U‐31 ,3070596,17,,402‐739A ,3061470,1
4U‐353 ,3071396,48,,4027‐1053 ,50566934,4
4U‐359 ,3071420,8,,403‐641 ,3061645,6
4U‐638 ,3071693,9,,403‐93 ,3061587,13
4U‐663B ,3071800,5,,403‐98A ,3061595,1
4U‐664 ,3071818,24,,403B‐721 ,,2
4U‐667 ,3071867,3,,404‐302 ,3061801,44
4U‐8A ,,1,,404‐665 ,3061827,3
4U‐903‐7 ,3072113,2,,404HBC ,50196765,20
4U‐931‐7 ,3072121,5,,404HBJ ,50196773,10
4U‐933‐7 ,3072147,9,,405‐P726 ,,1
4U‐97 ,3070927,10,,405‐TK1 ,,2
4UA9‐604 ,3071644,2,,405‐159 ,3389267,2
40A4C8 ,50132851,4,,405‐329 ,3062056,2
40CC1 ,50018209,3,,405‐330 ,3062007,2
401‐11 ,,1,,405‐36 ,,12
401‐159 ,3389251,99,,405‐565 ,,1
401‐166 ,3060605,1,,405‐641 ,3062072,3
401‐22 ,3060472,88,,405‐721 ,3062114,1
401‐249 ,3061264,3,,406HBEH ,50042712,2
401‐250 ,3060647,2,,40664P1 ,3777786,1
401‐3 ,3060407,7,,40665P1 ,3777802,3
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,62,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
40669,3770187,1,,429J40 ,50003409,13
407‐3 ,3062197,2,,429J50 ,,1
407HBEH ,50042720,2,,429R48 ,50012095,16
409‐302 ,,6,,429R58 ,50069087,16
409HB ,50161983,1,,429URD475 ,50019462,29
40918,20025508,1,,429X71 ,50071679,1
41CC2 ,50018274,1,,430DHD100 ,,1
410‐23 ,3062577,1,,430DHD1060 ,50041326,1
410‐283 ,3062643,99,,431DHD1070 ,,4
410‐330 ,3062676,2,,434‐3 ,3062866,1
410‐36 ,3062593,11,,434‐302 ,3063138,1
410‐40 ,3062601,1,,434‐329 ,,1
410‐404 ,3062684,2,,434‐41 ,3062965,1
410‐739 ,3062791,6,,434‐721 ,,1
410DC35 ,50161272,3,,434‐98 ,3063039,1
410S70 ,50238724,2,,435‐123 ,3063096,2
411‐A202 ,3062817,1,,435‐159 ,3389285,99
411‐A329 ,3062833,6,,435‐23 ,3062890,1
411‐A727 ,3062858,1,,436A90‐593 ,3328200,3
411‐655 ,,1,,436A90‐601 ,3328234,1
415‐42‐6 ,,1,,436DHD325A ,50154723,1
418CC80 ,50023191,28,,44A4C16 ,,2
418R30 ,50008010,2,,44SP44 ,,1
42CC1 ,50018217,3,,440DM2RD ,50039445,2
42CM ,50177997,15,,441SR‐283 ,,1
42CM250 ,50215763,10,,445JL15 ,50081645,4
42JHM ,50033653,2,,449D40 ,,1
42018,20099958,1,,449URD475 ,50019488,1
421J50 ,50004845,99,,45PF2 ,50187202,4
422J30 ,95208831,26,,45SP18 ,50120377,4
422J50 ,50004852,99,,451JR38B ,50098722,99
42398,3783784,1,,451L74 ,50160332,14
425CM250 ,50242742,1,,451S68 ,50173830,8
428HBD ,50035666,2,,453URD550 ,50297464,1
429DA30 ,50056316,19,,454HBEH ,50043587,8
429DA35 ,50238823,28,,454URD475 ,,1
429D40 ,,1,,455DM2RD ,50042183,2
429D475 ,,1,,455URD475 ,50019520,4
429D50 ,50111012,1,,456URD475 ,50210509,17
429HBD ,50196807,60,,459DA35 ,,2
429HHB ,50206788,15,,46CM150A ,50204239,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,63,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
46JL4 ,50063395,1,,49JA35 ,,2
46TDM‐2 ,50107762,2,,49JA45 ,,4
460L54 ,50162049,2,,49JA55 ,,5
460PB6 ,50013614,30,,49JB5 ,,1
461L28 ,50169333,3,,49JL4 ,50239300,1
462L28 ,50169341,6,,49JR300 ,50313295,19
468CC80 ,50023233,18,,49JR38 ,50016971,99
47CM ,50178094,4,,49J10 ,50003532,1
47DBM ,,3,,49J10A ,50005313,4
47FM4 ,,1,,49J15 ,50010446,1
47JHM ,50034941,6,,49J30 ,50011071,16
47JL4 ,50063403,2,,49J30A ,50012277,2
470PB6 ,50013622,19,,49J40 ,,9
474HBD ,50196815,1,,49J50 ,50003862,21
474URD475 ,50020031,1,,49J50A ,50005016,4
475HBD ,50196823,1,,49R38 ,50043710,5
479HBD ,50036706,6,,49R39 ,,3
48C14 ,50028117,62,,49R48 ,50010230,18
48DBM2 ,50159680,8,,49R58 ,50070408,10
48D15 ,50028125,53,,49SAR85 ,,2
4.80E+02 ,50119676,4,,49S49 ,50032572,6
48JL4 ,50063411,1,,49URD475 ,50018548,15
48NA‐510 ,3435989,2,,49URD550 ,50202522,1
48NB‐764 ,3435971,2,,49X71WD ,50239326,1
481HBD ,50194687,1,,491CC25 ,50021591,2
482HBD ,50194695,7,,49261,3363132,1
484HBD ,50174711,11,,49262,3363140,1
485HBD ,50080191,34,,493HBC ,50156793,16
486HBD ,50194729,2,,493HBD ,50194786,19
487HBD ,,4,,495HBC ,50194802,40
488HBD ,50194745,16,,496HB ,50194810,1
488HHB ,50206762,1,,498HBC ,50194844,5
489HBD ,50194752,11,,498HBD ,,1
49CC80 ,50022565,1,,499HBC ,50194851,22
49DA35 ,,6,,5A‐A503 ,3645926,2
49DB30 ,50051036,3,,5A‐49 ,3644804,2
49DC35 ,50213966,12,,5AF10 ,50114552,13
49DRD2 ,50174325,1,,5AF9 ,50116441,95
49D40 ,50000173,2,,5AS‐6 ,3013737,3
49D475 ,50015858,7,,5C1‐626A ,3648706,12
49D50 ,50111947,5,,5DHC100 ,50002385,99
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,64,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
5DHC50 ,20002260,99,,50J10A ,50005321,9
5DHC75 ,50002310,56,,50L70 ,,1
5D1‐786‐4 ,3627171,2,,50R12 ,,1
5HCP ,50391267,21,,50R300 ,50317072,2
5HO‐37 ,3036688,9,,50R38 ,50239532,3
5IRL125 ,50065168,4,,50R38A ,50075472,3
5JR300 ,50313311,3,,50R39 ,50009570,3
5L‐323 ,3629342,2,,50R48 ,50010255,13
5PF1 ,50187954,99,,50R58 ,50070424,9
5R‐701 ,3640638,1,,50SAR120 ,,1
5RA‐A123A ,3655438,1,,50SAR85 ,,1
5RA‐311 ,,1,,50SPF ,50198969,2
5RA‐93 ,3626785,6,,50S49 ,50032606,1
5RAK‐406A ,3646437,1,,50S68 ,,3
5RL‐B329 ,3640232,1,,50URD350 ,50213826,1
5RL‐120 ,3626504,3,,50URD475 ,50018555,2
5RL‐273 ,3627973,3,,500CC4 ,50020973,9
5RL‐365 ,3626488,3,,500HBD ,50194869,8
5RL‐51 ,3626314,1,,50000,3783768,1
5RLK‐11 ,3626702,1,,,50043629,1
5RLK‐12 ,3626686,3,,,50054642,38
5RLK‐739 ,3626884,1,,,50089580,9
5UHD‐B726 ,3072832,1,,,50089655,6
5UHD‐715 ,3072758,10,,,50093244,24
5UHD‐718 ,3072766,10,,,50094465,1
5UT‐733A ,3072899,3,,,50094606,1
5UT‐757 ,3072923,9,,,50098748,3
5U‐695A ,3072741,2,,,50098755,1
5U‐727 ,3072840,1,,,50113463,4
50DC35 ,50161140,9,,501‐61 ,3045036,2
50DHD1060 ,50041136,1,,,50184209,2
50D475 ,50015866,1,,502‐A1015 ,,1
50D50 ,50111954,2,,502‐10A ,3045283,2
50JA30 ,50063593,13,,502‐12 ,3045325,3
50JA45 ,50014554,2,,502‐24A ,3045333,3
50JA55 ,50008598,55,,502‐3 ,3045226,2
50JB4 ,,2,,502‐50A ,3045432,1
50JR38 ,,3,,502‐816 ,3045887,4
50JR38B ,50020692,4,,502‐95 ,3045515,6
50JR38C ,50172758,5,,502‐98 ,3045523,1
50J10 ,50003540,4,,502B‐120 ,3045531,10
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,65,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
5020‐A40 ,,2,,,50266972,2
5020‐A926‐7 ,3291481,1,,,50267020,26
